Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country,AssetType
495,XS2377112110,EUR,FP,Solactive Daily +3x AMD,Capitalisation,3LAM,ETN,GraniteShares 3x Long AMD Daily ETP,,,GraniteShares 3x Long AMD Daily ETP,PA,France,Equity
496,CH0454664027,USD,FP,21Shares CC Ethereum,Capitalisation,,ETN,21Shares Ethereum ETP - AETH,,,21Shares Ethereum ETP - AETH,PA,France,Crypto
497,XS2193973216,EUR,FP,Solactive Daily -3x NIO,Capitalisation,3SNI,ETN,GraniteShares 3x Short NIO Daily ETP,,,GraniteShares 3x Short NIO Daily ETP,PA,France,Equity
498,DE000A3GMKD7,EUR,FP,XET CFIX Curncy,Capitalisation,ZETH,ETN,ETHetc - ETC Group Physical Ethereum EUR,,,ETHetc - ETC Group Physical Ethereum EUR,PA,France,Crypto
499,GB00BLD4ZL17,EUR,FP,Bitcoin,Capitalisation,,ETN,CoinShares Physical Bitcoin,,,CoinShares Physical Bitcoin,PA,France,Crypto
500,CH0514065058,EUR,FP,21Shares CC Short Bitcoin,Capitalisation,SBTC,ETN,21Shares Short Bitcoin ETP - SBTC,,,21Shares Short Bitcoin ETP - SBTC,PA,France,Crypto
501,CH0514065058,USD,FP,21Shares CC Short Bitcoin,Capitalisation,,ETN,21Shares Short Bitcoin ETP - SBTC,,,21Shares Short Bitcoin ETP - SBTC,PA,France,Crypto
502,CH0454664001,USD,FP,21Shares CC Bitcoin,Capitalisation,,ETN,21Shares Bitcoin ETP - ABTC,,,21Shares Bitcoin ETP - ABTC,PA,France,Crypto
503,XS2376975020,EUR,FP,Solactive Daily +3x LVMH,Capitalisation,3LLV,ETN,GraniteShares 3x Long LVMH Daily ETP,,,GraniteShares 3x Long LVMH Daily ETP,PA,France,Equity
504,XS2193973133,EUR,FP,Solactive Daily +3x NIO,Capitalisation,3LNI,ETN,GraniteShares 3x Long NIO Daily ETP,,,GraniteShares 3x Long NIO Daily ETP,PA,France,Equity
505,CH0496454155,USD,FP,Binance Coin (BNB),Capitalisation,,ETN,21Shares Binance Coin ETP,,,21Shares Binance Coin ETP,PA,France,Crypto
506,XS2377111906,EUR,FP,Solactive Daily +3x Palantir,Capitalisation,3LPA,ETN,GraniteShares 3x Long Palantir Daily ETP,,,GraniteShares 3x Long Palantir Daily ETP,PA,France,Equity
507,XS2376974304,EUR,FP,Solactive Daily +3x Danone,Capitalisation,3LDA,ETN,GraniteShares 3x Long Danone Daily ETP,,,GraniteShares 3x Long Danone Daily ETP,PA,France,Equity
508,XS2377112201,EUR,FP,Solactive Daily -3x AMD,Capitalisation,3SAM,ETN,GraniteShares 3x Short AMD Daily ETP,,,GraniteShares 3x Short AMD Daily ETP,PA,France,Equity
509,XS2377112540,EUR,FP,Solactive Daily -3x Moderna,Capitalisation,3SMO,ETN,GraniteShares 3x Short Moderna Daily ETP,,,GraniteShares 3x Short Moderna Daily ETP,PA,France,Equity
510,XS2376933375,EUR,FP,Solactive Daily +3x Airbus,Capitalisation,3LAR,ETN,GraniteShares 3x Long Airbus Daily ETP,,,GraniteShares 3x Long Airbus Daily ETP,PA,France,Equity
511,XS2376976770,EUR,FP,Solactive Daily +3x Schneider,Capitalisation,3LSE,ETN,GraniteShares 3x Long Schneider Electric Daily ETP,,,GraniteShares 3x Long Schneider Electric Daily ETP,PA,France,Equity
512,XS2376975533,EUR,FP,Solactive Daily +3x Safran,Capitalisation,3LSA,ETN,GraniteShares 3x Long Safran Daily ETP,,,GraniteShares 3x Long Safran Daily ETP,PA,France,Equity
513,XS2376979790,EUR,FP,Solactive Daily +3x Total,Capitalisation,3LTO,ETN,GraniteShares 3x Long TotalEnergies Daily ETP,,,GraniteShares 3x Long TotalEnergies Daily ETP,PA,France,Equity
514,CH0496454155,EUR,FP,Binance Coin (BNB),Capitalisation,BNBA,ETN,21Shares Binance Coin ETP,,,21Shares Binance Coin ETP,PA,France,Crypto
515,XS2305050713,EUR,FP,Solactive FATANG Equal Weight,Capitalisation,FTNG,ETF,GraniteShares FATANG ETP,,,GraniteShares FATANG ETP,PA,France,Equity
516,CH1109575535,EUR,FP,Stellar,Capitalisation,AXLM,ETN,21Shares Stellar ETP,,,21Shares Stellar ETP,PA,France,Crypto
517,CH0454664043,EUR,FP,XRP,Capitalisation,AXRP,ETN,21Shares Ripple XRP,,,21Shares Ripple XRP,PA,France,Crypto
518,XS2376978982,EUR,FP,Solactive Daily +3x ST Micro,Capitalisation,3LST,ETN,GraniteShares 3x Long STMicroelectronics Daily ETP,,,GraniteShares 3x Long STMicroelectronics Daily ETP,PA,France,Equity
519,XS2376991142,EUR,FP,Solactive Daily -3x VW,Capitalisation,3SVW,ETN,GraniteShares 3x Short Volkswagen Daily ETP,,,GraniteShares 3x Short Volkswagen Daily ETP,PA,France,Equity
520,XS2377112466,EUR,FP,Solactive Daily +3x Moderna,Capitalisation,3LMO,ETN,GraniteShares 3x Long Moderna Daily ETP,,,GraniteShares 3x Long Moderna Daily ETP,PA,France,Equity
521,XS2193970030,EUR,FP,Solactive Daily -3x AAPL,Capitalisation,3SAP,ETN,GraniteShares 3x Short Apple Daily ETP,,,GraniteShares 3x Short Apple Daily ETP,PA,France,Equity
522,DE000A3GMKD7,USD,FP,XET CFIX Curncy,Capitalisation,,ETN,ETHetc - ETC Group Physical Ethereum USD,,,ETHetc - ETC Group Physical Ethereum USD,PA,France,Crypto
523,GB00BLD4ZL17,EUR,FP,Bitcoin,Capitalisation,BITC,ETN,CoinShares Physical Bitcoin,,,CoinShares Physical Bitcoin,PA,France,Crypto
524,GB00BLD4ZM24,EUR,FP,Ethereum,Capitalisation,CETH,ETN,CoinShares Physical Ethereum,,,CoinShares Physical Ethereum,PA,France,Crypto
525,GB00BLD4ZM24,EUR,FP,Ethereum,Capitalisation,,ETN,CoinShares Physical Ethereum,,,CoinShares Physical Ethereum,PA,France,Crypto
526,XS2193971517,EUR,FP,Solactive Daily -3x FB,Capitalisation,3SFB,ETN,GraniteShares 3x Short Facebook Daily ETP,,,GraniteShares 3x Short Facebook Daily ETP,PA,France,Equity
527,CH1114873776,USD,FP,Solana,Capitalisation,,ETN,21Shares Solana ETP,,,21Shares Solana ETP,PA,France,Crypto
528,XS2376990417,EUR,FP,Solactive Daily +3x VW,Capitalisation,3LVW,ETN,GraniteShares 3x Long Volkswagen Daily ETP,,,GraniteShares 3x Long Volkswagen Daily ETP,PA,France,Equity
529,XS2193970386,EUR,FP,Solactive Daily -3x MSFT,Capitalisation,3SMS,ETN,GraniteShares 3x Short Microsoft Daily ETP,,,GraniteShares 3x Short Microsoft Daily ETP,PA,France,Equity
530,XS2305051877,EUR,FP,Solactive Daily +3x FATANG,Capitalisation,3FTG,ETF,GraniteShares 3x Long FATANG Daily ETP,,,GraniteShares 3x Long FATANG Daily ETP,PA,France,Equity
531,XS2193969883,EUR,FP,Solactive Daily +3x AAPL,Capitalisation,3LAP,ETN,GraniteShares 3x Long Apple Daily ETP,,,GraniteShares 3x Long Apple Daily ETP,PA,France,Equity
532,CH0491507486,EUR,FP,Tezos (XTZ),Capitalisation,AXTZ,ETN,21Shares Tezos ETP,,,21Shares Tezos ETP,PA,France,Crypto
533,XS2377112037,EUR,FP,Solactive Daily -3x Palantir,Capitalisation,3SPA,ETN,GraniteShares 3x Short Palantir Daily ETP,,,GraniteShares 3x Short Palantir Daily ETP,PA,France,Equity
534,CH0475552201,USD,FP,Bitcoin Cash,Capitalisation,,ETN,21Shares Bitcoin Cash ETP,,,21Shares Bitcoin Cash ETP,PA,France,Crypto
535,CH0491507486,USD,FP,Tezos (XTZ),Capitalisation,,ETN,21Shares Tezos ETP,,,21Shares Tezos ETP,PA,France,Crypto
536,CH0454664043,USD,FP,XRP,Capitalisation,,ETN,21Shares Ripple XRP,,,21Shares Ripple XRP,PA,France,Crypto
537,XS2193969537,EUR,FP,Solactive Daily +3x AMZN,Capitalisation,3LZN,ETN,GraniteShares 3x Long Amazon Daily ETP,,,GraniteShares 3x Long Amazon Daily ETP,PA,France,Equity
538,XS2193968307,EUR,FP,Solactive Daily +3x GOOGL,Capitalisation,3LAL,ETN,GraniteShares 3x Long Alphabet Daily ETP,,,GraniteShares 3x Long Alphabet Daily ETP,PA,France,Equity
539,XS2193971947,EUR,FP,Solactive Daily +3x NVDIA,Capitalisation,3LNV,ETN,GraniteShares 3x Long NVIDIA Daily ETP,,,GraniteShares 3x Long NVIDIA Daily ETP,PA,France,Equity
540,XS2193970204,EUR,FP,Solactive Daily +3x MSFT,Capitalisation,3LMS,ETN,GraniteShares 3x Long Microsoft Daily ETP,,,GraniteShares 3x Long Microsoft Daily ETP,PA,France,Equity
541,XS2305051281,EUR,FP,Solactive Daily +3x GAFAM,Capitalisation,3GFM,ETF,GraniteShares 3x Long GAFAM Daily ETP,,,GraniteShares 3x Long GAFAM Daily ETP,PA,France,Equity
542,XS2376974726,EUR,FP,Solactive Daily +3x L'Oreal,Capitalisation,3LOR,ETN,GraniteShares 3x Long L'Oreal Daily ETP,,,GraniteShares 3x Long L'Oreal Daily ETP,PA,France,Equity
543,XS2376944224,EUR,FP,Solactive Daily +3x AXA,Capitalisation,3LAX,ETN,GraniteShares 3x Long AXA Daily ETP,,,GraniteShares 3x Long AXA Daily ETP,PA,France,Equity
544,XS2376979873,EUR,FP,Solactive Daily -3x Total,Capitalisation,3STO,ETN,GraniteShares 3x Short TotalEnergies Daily ETP,,,GraniteShares 3x Short TotalEnergies Daily ETP,PA,France,Equity
545,CH0475552201,EUR,FP,Bitcoin Cash,Capitalisation,ABCH,ETN,21Shares Bitcoin Cash ETP,,,21Shares Bitcoin Cash ETP,PA,France,Crypto
546,XS2376979287,EUR,FP,Solactive Daily -3x ST Micro,Capitalisation,3SST,ETN,GraniteShares 3x Short STMicroelectronics Daily ETP,,,GraniteShares 3x Short STMicroelectronics Daily ETP,PA,France,Equity
547,CH1109575535,USD,FP,Stellar,Capitalisation,,ETN,21Shares Stellar ETP,,,21Shares Stellar ETP,PA,France,Crypto
548,XS2376975616,EUR,FP,Solactive Daily -3x Safran,Capitalisation,3SSA,ETN,GraniteShares 3x Short Safran Daily ETP,,,GraniteShares 3x Short Safran Daily ETP,PA,France,Equity
549,XS2376975962,EUR,FP,Solactive Daily +3x Sanofi,Capitalisation,3LSN,ETN,GraniteShares 3x Long Sanofi Daily ETP,,,GraniteShares 3x Long Sanofi Daily ETP,PA,France,Equity
550,XS2305050556,EUR,FP,Solactive FAANG Equal Weight,Capitalisation,FANG,ETN,GraniteShares FAANG ETP,,,GraniteShares FAANG ETP,PA,France,Equity
551,XS2376952243,EUR,FP,Solactive Daily -3x BNP-P,Capitalisation,3SBN,ETN,GraniteShares 3x Short BNP Daily ETP,,,GraniteShares 3x Short BNP Daily ETP,PA,France,Equity
552,XS2376951948,EUR,FP,Solactive Daily +3x BNP-P,Capitalisation,3LBN,ETN,GraniteShares 3x Long BNP Daily ETP,,,GraniteShares 3x Long BNP Daily ETP,PA,France,Equity
553,XS2376975376,EUR,FP,Solactive Daily -3x LVMH,Capitalisation,3SLV,ETN,GraniteShares 3x Short LVMH Daily ETP,,,GraniteShares 3x Short LVMH Daily ETP,PA,France,Equity
554,XS2376974999,EUR,FP,Solactive Daily -3x L'Oreal,Capitalisation,3SOR,ETN,GraniteShares 3x Short L'Oreal Daily ETP,,,GraniteShares 3x Short L'Oreal Daily ETP,PA,France,Equity
555,XS2376937442,EUR,FP,Solactive Daily -3x Airbus,Capitalisation,3SAR,ETN,GraniteShares 3x Short Airbus Daily ETP,,,GraniteShares 3x Short Airbus Daily ETP,PA,France,Equity
556,XS2376951781,EUR,FP,Solactive Daily -3x AXA,Capitalisation,3SAX,ETN,GraniteShares 3x Short AXA Daily ETP,,,GraniteShares 3x Short AXA Daily ETP,PA,France,Equity
557,XS2376976853,EUR,FP,Solactive Daily -3x Schneider,Capitalisation,3SSE,ETN,GraniteShares 3x Short Schneider Electric Daily ETP,,,GraniteShares 3x Short Schneider Electric Daily ETP,PA,France,Equity
558,XS2376974486,EUR,FP,Solactive Daily -3x Danone,Capitalisation,3SDA,ETN,GraniteShares 3x Short Danone Daily ETP,,,GraniteShares 3x Short Danone Daily ETP,PA,France,Equity
559,XS2305051109,EUR,FP,Solactive Daily -1x FAANG,Capitalisation,SFNG,ETN,GraniteShares 1x Short FAANG Daily ETP,,,GraniteShares 1x Short FAANG Daily ETP,PA,France,Equity
560,XS2305052172,EUR,FP,Solactive Daily -1x FATANG,Capitalisation,SFTG,ETF,GraniteShares 1x Short FATANG Daily ETP,,,GraniteShares 1x Short FATANG Daily ETP,PA,France,Equity
561,XS2305051950,EUR,FP,Solactive Daily -3x FATANG,Capitalisation,3SFT,ETF,GraniteShares 3x Short FATANG Daily ETP,,,GraniteShares 3x Short FATANG Daily ETP,PA,France,Equity
562,XS2305051521,EUR,FP,Solactive Daily -1x GAFAM,Capitalisation,SGFM,ETF,GraniteShares 1x Short GAFAM Daily ETP,,,GraniteShares 1x Short GAFAM Daily ETP,PA,France,Equity
563,XS2305051448,EUR,FP,Solactive Daily -3x GAFAM,Capitalisation,3SGF,ETF,GraniteShares 3x Short GAFAM Daily ETP,,,GraniteShares 3x Short GAFAM Daily ETP,PA,France,Equity
564,XS2305051018,EUR,FP,Solactive Daily -3x FAANG,Capitalisation,3SFG,ETF,GraniteShares 3x Short FAANG Daily ETP,,,GraniteShares 3x Short FAANG Daily ETP,PA,France,Equity
565,XS2305050804,EUR,FP,Solactive Daily +3x FAANG,Capitalisation,3FNG,ETF,GraniteShares 3x Long FAANG Daily ETP,,,GraniteShares 3x Long FAANG Daily ETP,PA,France,Equity
566,XS2305050630,EUR,FP,Solactive GAFAM Equal Weight,Capitalisation,GFAM,ETF,GraniteShares GAFAM ETP,,,GraniteShares GAFAM ETP,PA,France,Equity
567,XS2193973059,EUR,FP,Solactive Daily -3x UBER,Capitalisation,3SUB,ETN,GraniteShares 3x Short UBER Daily ETP,,,GraniteShares 3x Short UBER Daily ETP,PA,France,Equity
568,XS2193972838,EUR,FP,Solactive Daily +3x UBER,Capitalisation,3LUB,ETN,GraniteShares 3x Long UBER Daily ETP,,,GraniteShares 3x Long UBER Daily ETP,PA,France,Equity
569,XS2193972598,EUR,FP,Solactive Daily +3x TSLA,Capitalisation,3LTS,ETN,GraniteShares 3x Long Tesla Daily ETP,,,GraniteShares 3x Long Tesla Daily ETP,PA,France,Equity
570,XS2193970899,EUR,FP,Solactive Daily -3x NFLX,Capitalisation,3SNF,ETN,GraniteShares 3x Short Netflix Daily ETP,,,GraniteShares 3x Short Netflix Daily ETP,PA,France,Equity
571,XS2193970543,EUR,FP,Solactive Daily +3x NFLX,Capitalisation,3LNF,ETN,GraniteShares 3x Long Netflix Daily ETP,,,GraniteShares 3x Long Netflix Daily ETP,PA,France,Equity
572,XS2193969701,EUR,FP,Solactive Daily -3x AMZN,Capitalisation,3SZN,ETN,GraniteShares 3x Short Amazon Daily ETP,,,GraniteShares 3x Short Amazon Daily ETP,PA,France,Equity
573,XS2193968729,EUR,FP,Solactive Daily -3x GOOGL,Capitalisation,3SAL,ETN,GraniteShares 3x Short Alphabet Daily ETP,,,GraniteShares 3x Short Alphabet Daily ETP,PA,France,Equity
574,DE000A3GTBU5,USD,FP,XBN CFIX Curncy,Capitalisation,,ETN,BCHetc - ETC Group Physical Bitcoin Cash USD,,,BCHetc - ETC Group Physical Bitcoin Cash USD,PA,France,Crypto
575,DE000A3GTBU5,EUR,FP,XBN CFIX Curncy,Capitalisation,BTCH,ETN,BCHetc - ETC Group Physical Bitcoin Cash EUR,,,BCHetc - ETC Group Physical Bitcoin Cash EUR,PA,France,Crypto
576,DE000A3GN5J9,USD,FP,XLC CFIX Curncy,Capitalisation,,ETN,LTCetc - ETC Group Physical Litecoin USD,,,LTCetc - ETC Group Physical Litecoin USD,PA,France,Crypto
577,DE000A3GN5J9,EUR,FP,XLC CFIX Curncy,Capitalisation,ELTC,ETN,LTCetc - ETC Group Physical Litecoin EUR,,,LTCetc - ETC Group Physical Litecoin EUR,PA,France,Crypto
578,XS2376976341,EUR,FP,Solactive Daily -3x Sanofi,Capitalisation,3SSN,ETN,GraniteShares 3x Short Sanofi Daily ETP,,,GraniteShares 3x Short Sanofi Daily ETP,PA,France,Equity
579,FR0010411884,EUR,FP,CAC 40,,BX4,ETF,Lyxor CAC 40 Daily Double Short UCITS ETF - Acc,,,LYXOR ETF BX4,PA,France,Equity
580,IE00B3XXRP09,EUR,FP,S&P 500 Index,,VUSA,ETF,Vanguard S&P 500 UCITS ETF,,,VANGUARD S&P500,PA,France,Equity
581,LU1437017350,EUR,FP,MSCI Emerging Markets,,AEME,ETF,AMUNDI INDEX MSCI EMERGING MARKETS UCITS ETF DR,,,AMUNDI MSCI EM DR,PA,France,Equity
582,IE00B3RBWM25,EUR,FP,FTSE All-World Index,,VWRL,ETF,Vanguard FTSE All-World UCITS ETF,,,VANGUARD FTSE AW,PA,France,Equity
583,FR0010592014,EUR,FP,CAC 40 Leverage,,LVC,ETF,Lyxor Daily Leverage CAC 40 UCITS ETF - Acc,,,LYXOR ETF LEV CAC,PA,France,Equity
584,IE00B4L5Y983,EUR,FP,MSCI World,,IWDA,ETF,iShares Core MSCI World UCITS ETF USD (Acc),,,ISHARES MSCI WOR A,PA,France,Equity
585,FR0010342592,EUR,FP,NASDAQ-100 Leveraged,,LQQ,ETF,Lyxor Nasdaq-100 Daily (2x) Leveraged UCITS ETF  Acc,,,Lyxor ETF NSDQ LEV,PA,France,Equity
586,IE00B53SZB19,EUR,FP,NASDAQ-100,,CNDX,ETF,iShares NASDAQ 100 UCITS ETF USD (Acc),,,iSHR NASDAQ 100,PA,France,Equity
587,IE00B945VV12,EUR,FP,FTSE Developed Europe Index,,VEUR,ETF,VANGUARD FTSE Developed Europe UCITS ETF,,,VANGUARD FTSE EUR,PA,France,Equity
588,IE00B52VJ196,EUR,FP,MSCI Europe SRI Select Rdc FF,,IESE,ETF,iShares MSCI Europe SRI UCITS ETF EUR (Acc),,,IS MSCI EUR SRI,PA,France,Equity
589,IE00B02KXL92,EUR,FP,EURO STOXX Mid,,DJMC,ETF,iShares EURO STOXX Mid UCITS ETF,,,ISHARES ESTOXX MID,PA,France,Equity
590,IE00BZ173T46,USD,FP,M1USSI Index,Bi-Annually,SRIL,ETF,iShares MSCI USA SRI UCITS ETF USD (Dist),,,ISHARES USA SRI,PA,France,Equity
591,FR0013412285,EUR,FP,S&P 500,Capitalisation,PE500,ETF,AMUNDI ETF PEA S&P 500 UCITS ETF - EUR,,,AMUNDI PEA SP500,PA,France,Equity
592,FR0010755611,EUR,FP,MSCI USA Leveraged 2x Daily,Annually,CL2,ETF,AMUNDI ETF LEVERAGED MSCI USA DAILY UCITS ETF,,,AMUNDI ETF LEV USA,PA,France,Equity
593,IE00B1YZSC51,EUR,FP,MSCI Europe,,IMEU,ETF,iShares Core MSCI Europe UCITS ETF,,,ISHARES EUROPE,PA,France,Equity
594,IE00B14X4N27,EUR,FP,MSCI Europe Ex UK,Quarterly,IEUX,ETF,iShares MSCI Europe ex UK UCITS ETF,,,ISHARES EUROP EXUK,PA,France,Equity
595,LU1681045370,EUR,FP,MSCI Emerging Markets,,AEEM,ETF,AMUNDI MSCI EMERGING MARKETS UCITS ETF - EUR,,,AMUNDI ETF MSCI EM,PA,France,Equity
596,FR0007052782,EUR,FP,CAC 40,,CAC,ETF,Lyxor CAC 40 (DR) UCITS ETF - Dist,,,LYXOR ETF CAC 40,PA,France,Equity
597,LU1291098314,USD,FP,MSCI Emerg SRI S-Series 5%Cap,,EMSR,ETF,BNP Paribas Easy MSCI Emerging SRI S-Series 5% Capped,,,BNP MSCI EM SRI UC,PA,France,Equity
598,LU1829221024,EUR,FP,NASDAQ-100 Notional NetTR,,UST,ETF,LYXOR NASDAQ-100 UCITS ETF - ACC,,,LYXOR NASDAQ 100,PA,France,Equity
599,JE00B1VS3770,EUR,FP,Physical Gold Price,,PHAU,ETC,Wisdom Tree Physical Gold,,,WT PHYSICAL GOLD,PA,France,Equity
600,LU1681045453,USD,FP,MSCI Emerging Markets,,AUEM,ETF,AMUNDI MSCI EMERGING MARKETS UCITS ETF - USD,,,AMUNDI ETF MS EM B,PA,France,Equity
601,IE00B5BMR087,EUR,FP,S&P 500,,CSPX,ETF,iShares Core S&P 500 UCITS ETF USD (Acc),,,iSHR S&P500 B A,PA,France,Equity
602,IE00B0M62Y33,EUR,FP,AEX,,IAEX,ETF,iShares AEX,,,ISHARES AEX,PA,France,Equity
603,LU1829219390,EUR,FP,EURO STOXX Banks Net Return EU,,BNKE,ETF,LYXOR EURO STOXX BANKS (DR) UCITS ETF - ACC,,,LYXOR EUR STXX BNK,PA,France,Equity
604,FR0007054358,EUR,FP,EURO STOXX 50,,MSE,ETF,Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,,,LYXOR ETF ESTOXX50,PA,France,Equity
605,IE00B0M63177,EUR,FP,MSCI Emerging Markets,,IEMM,ETF,iShares MSCI Emerging Markets UCITS ETF (Dist),,,ISHARES EM MARKETS,PA,France,Equity
606,FR0013412269,EUR,FP,NASDAQ-100,Capitalisation,PANX,ETF,AMUNDI ETF PEA NASDAQ-100 UCITS ETF - EUR,,,AMUNDI PEA NASDAQ,PA,France,Equity
607,LU0908500753,EUR,FP,STOXX EUROPE 600 Net Return EU,,MEUD,ETF,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,,,LYXOR COR STOX600,PA,France,Equity
608,LU1681043599,EUR,FP,MSCI World,,CW8,ETF,AMUNDI MSCI WORLD UCITS ETF - EUR,,,AMUNDI ETF MSCI WR,PA,France,Equity
609,FR0010524777,EUR,FP,World Alternative Energy CW,,NRJ,ETF,Lyxor New Energy UCITS ETF - Dist,,,LYXOR ETF NEW ENER,PA,France,Equity
610,FR0010591362,EUR,FP,CAC 40 Short,,SHC,ETF,Lyxor Daily Short CAC 40 UCITS ETF - Acc,,,LYXOR ETF SHT CAC,PA,France,Equity
611,LU1377381717,EUR,FP,BNP Paribas Equity Low Vol Eur,,EVOE,ETF,BNP Paribas Easy Equity Low Vol Europe UCITS ETF Capitalisation,,,BNPP Low Vol EU,PA,France,Equity
612,FR0010424143,EUR,FP,EURO STOXX 50,,BXX,ETF,Lyxor EURO STOXX 50 Daily (-2x) Inverse UCITS ETF - Acc,,,LYXOR ETF SX50 DDS,PA,France,Equity
613,IE00BFY0GT14,EUR,FP,MSCI World Index,Capitalisation,SWRD,ETF,SPDR MSCI WORLD UCITS ETF,,,SPDR WORLD,PA,France,Equity
614,IE0031442068,EUR,FP,S&P 500,,IUSA,ETF,iShares Core S&P 500 UCITS ETF USD (Dist),,,ISHARES S&P 500,PA,France,Equity
615,IE0008471009,EUR,FP,EURO STOXX 50,,EUEA,ETF,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),,,ISHARES EURO STX50,PA,France,Equity
616,IE00BKM4GZ66,EUR,FP,MSCI Emerging Markets IMI Idx,,EMIM,ETF,iShares Core MSCI Emerging Markets IMI UCITS ETF,,,ISHARES EMIM,PA,France,Equity
617,FR0011871110,EUR,FP,NASDAQ-100 Net Total Return,,PUST,ETF,LYXOR UCITS ETF PEA NASDAQ-100 C-EUR,,,LYXOR NSDQ 100 PEA,PA,France,Equity
618,LU0629460089,EUR,FP,MSCI USA SRI Low Carbon 5% IC.,,UIMP,ETF,UBS (Lux) Fund Solutions - MSCI USA Socially Respo,,,UBS ETF ASRUSA,PA,France,Equity
619,IE00B0M62S72,EUR,FP,STOXX Europe Select Div 30,Quarterly,IDVY,ETF,iShares EURO Dividend UCITS ETF,,,ISHARES ESTOXX DIV,PA,France,Equity
620,FR0010315770,EUR,FP,MSCI World,,WLD,ETF,Lyxor MSCI World UCITS ETF - Dist,,,LYXOR ETF MSCI WOR,PA,France,Equity
621,IE00B8GKDB10,EUR,FP,FTSE All-World Hi Dv Yield Idx,,VHYL,ETF,VANGUARD FTSE All-World High Dividend Yield UCITS ETF,,,VANGUARD FTSE HDY,PA,France,Equity
622,LU1681048804,EUR,FP,S&P 500,,500,ETF,AMUNDI S&P 500 UCITS ETF - EUR,,,AMUNDI ETF SP 500,PA,France,Equity
623,IE00B1TXHL60,EUR,FP,S&P Listed Private Equity,Bi-Annually,IPRV,ETF,iShares Listed Private Equity UCITS ETF USD (Dist),,,ISHARES PRIVATE EQ,PA,France,Equity
624,LU1681038243,EUR,FP,NASDAQ-100,,ANX,ETF,AMUNDI NASDAQ-100 UCITS ETF - EUR,,,AMUNDI ETF NDX 100,PA,France,Equity
625,LU1834983477,EUR,FP,STOXX EU 600 Banks NetR EUR,,BNK,ETF,LYXOR STOXX EUROPE 600 BANKS UCITS ETF - ACC,,,LYXOR STX EU BANKS,PA,France,Equity
626,LU1602144229,EUR,FP,MSCI World Climate Change CTB,,LWCR,ETF,AMUNDI MSCI WORLD CLIMATE TRANSITIONCTB UCITS ETF DR - EUR (C),,,AM WLD CLIM CTB EU,PA,France,Equity
627,FR0011550185,EUR,FP,S&P 500 Net TR,,ESE,ETF,BNP Paribas Easy S&P 500 UCITS ETF EUR Capitalisation,,,BNPP SP500 EUR C,PA,France,Equity
628,LU0496786574,EUR,FP,S&P 500,,SP5,ETF,Lyxor S&P 500 UCITS ETF - Dist,,,LYXOR ETF SP500,PA,France,Equity
629,NL0010408704,EUR,FP,VanEck Sustainable World Index,,TSWE,ETF,VanEck Vectors Sustainable World Equal Weight UCITS ETF,,,VanEck ESG EW,PA,France,Equity
630,FR0010429068,EUR,FP,MSCI Emerging Markets,,LEM,ETF,Lyxor MSCI Emerging Markets UCITS ETF - C-EUR,,,LYXOR ETF MSCI EM,PA,France,Equity
631,LU1681048630,EUR,FP,S&P Global Luxury,,GLUX,ETF,AMUNDI S&P GLOBAL LUXURY UCITS ETF - EUR,,,AMUNDI GLOBAL LUX,PA,France,Equity
632,IE00BYTRRD19,EUR,FP,MSCI World Info Tech 35/20,,WTCH,ETF,SPDR MSCI WORLD TECHNOLOGY UCITS ETF,,,SPDR MSCI W TECH,PA,France,Equity
633,LU0252633754,EUR,FP,DAX,,DAX,ETF,Lyxor DAX (DR) UCITS ETF - Acc,,,LYXOR ETF DAX,PA,France,Equity
634,LU0629460832,EUR,FP,MSCI Pacific SRI Low Carbon IC,,UIMT,ETF,UBS (Lux) Fund Solutions - MSCI Pacific Socially R,,,UBS ETF PSRUSA,PA,France,Equity
635,LU1861138961,EUR,FP,MSCI EM SRI,,EMSRI,ETF,AMUNDI INDEX MSCI EMERGING MARKETS SRI UCITS ETF DR,,,AMUNDI MSCI EM SRI,PA,France,Equity
636,IE00B14X4T88,EUR,FP,DJ Asia Pacific Select Div 50,,IAPD,ETF,iShares Asia Pacific Dividend UCITS ETF,,,ISHARES ASIA PACIF,PA,France,Equity
637,LU1681040223,EUR,FP,STOXX Europe 600,,C6E,ETF,AMUNDI STOXX EUROPE 600 UCITS ETF - EUR,,,AMUNDI ETF STOX600,PA,France,Equity
638,IE00BKWQ0M75,EUR,FP,MSCI Europe Small Cap,,SMC,ETF,SPDR MSCI Europe Small Cap UCITS ETF,,,SPDR EU SM.CAP,PA,France,Equity
639,IE00B02KXK85,EUR,FP,FTSE China 50,,FXC,ETF,iShares China Large Cap UCITS ETF,,,ISHARES CHINA 50,PA,France,Equity
640,LU1792117340,EUR,FP,EMU ESG and Trend Leaders,,EESG,ETF,Lyxor MSCI EMU ESG LeadersExtra (DR) UCITS ETF - Acc,,,Lyxor EMU ESG Lead,PA,France,Equity
